00002,499927-02,helmetGlass,"",00002-499927-02-helmetGlass
00002,499927-02,helmetMaterial,"",00002-499927-02-helmetMaterial
00002,499927-02,sizeOfHelmet,"",00002-499927-02-sizeOfHelmet
00002,499927-02,isHelmetWaterproof,"",00001-0-yesNoTypeValRule
00002,499927-02,isHelmetSmart,"",00001-0-yesNoTypeValRule
00002,499927-02,helmetFeatures,"",00002-499927-02-helmetFeatures
00002,499927-02,protection,"",00002-499927-02-protection
00002,499927-02,arcWelding,"",00002-499927-02-arcWelding
00002,499927-02,weldingLens,"",00002-499927-02-weldingLensGlass
00002,499927-02,ultravioletLightProtection,"",00002-499927-02-ultravioletLightProtection
00002,499927-02,isSparksProtection,"",00001-0-yesNoTypeValRule
00002,499927-02,infraredLightProtection,"",00002-499927-02-infraredLightProtection
00002,499927-02,heatProtection,"",00002-499927-02-heatProtection
00002,499927-02,isShieldedMetalArcWelding,"",00001-0-yesNoTypeValRule
00002,499927-02,isGasTungstenArcWelding,"",00001-0-yesNoTypeValRule
00002,499927-02,isGasMetalArcWelding,"",00001-0-yesNoTypeValRule
00002,499927-02,weldingLensGlassThickness,"",00002-499927-02-weldingLensGlassThickness
00002,499927-02,weldingLensColor,"",00002-499927-02-weldingLensColor
00002,499927-02,weldingLensShade,"",00002-499927-02-weldingLensShade

